Date,SKU,Qty,Amount,Stock,Category,Size
2021-06-05,BL097-M,1,324.0,25,,
2021-06-05,BL103-S,1,389.0,29,,
2021-06-05,BL104-M,1,422.0,49,,
2021-06-05,BL104-XL,1,422.0,20,,
2021-06-05,MEN5003-KR-L,1,617.0,21,,
2021-06-05,MEN5003-KR-XXL,1,617.0,4,,
2021-06-05,MEN5004-KR-L,1,617.0,5,,
2021-06-05,MEN5004-KR-XL,1,617.0,11,,
2021-06-05,MEN5004-KR-XXL,1,617.0,3,,
2021-06-05,MEN5006-KR-XL,1,649.0,16,,
2021-06-05,MEN5009-KR-L,1,617.0,12,,
2021-06-05,MEN5011-KR-L,1,617.0,7,,
2021-06-05,MEN5013-KR-S,1,649.0,5,,
2021-06-05,MEN5013-KR-XXL,1,649.0,6,,
2021-06-05,MEN5014-KR-S,1,649.0,28,,
2021-06-05,MEN5015-KR-XL,1,617.0,16,,
2021-06-05,MEN5022-KR-XXL,1,649.0,27,,
2021-06-05,MEN5025-KR-L,1,649.0,4,,
2021-06-05,MEN5028-KR-L,1,649.0,19,,
2021-06-05,MEN5028-KR-XXL,1,649.0,15,,
2021-06-08,BTM008-XXL,1,357.0,6,,
2021-06-08,BTM029-NP-XXL,1,357.0,0,,
2021-06-08,BTM035-NP-XXL,1,357.0,3,,
2021-06-08,CH202-ORANGE-XXL,1,292.0,3,,
2021-06-08,CH205-YELLOW-XXL,1,292.0,2,,
2021-06-08,CH207-PINK-XXL,1,292.0,2,,
2021-06-08,CH208-MUSTARD-XXL,1,292.0,4,,
2021-06-08,CH209-BIEGE-XXL,1,292.0,2,,
2021-06-08,CH213-BROWN-XXL,1,292.0,3,,
2021-06-08,J0001-DR-L,1,584.0,2,,
2021-06-08,J0024-KR-L,1,519.0,135,,
2021-06-08,J0036-TP-XL,1,531.0,1,,
2021-06-08,J0092-SET-L,1,1072.0,5,,
2021-06-08,J0116-TP-XL,1,422.0,0,,
2021-06-08,J0119-TP-L,1,422.0,52,,
2021-06-08,J0122-TP-L,1,422.0,4,,
2021-06-08,J0165-TP-L,1,454.0,3,,
2021-06-08,J0197-TP-L,1,584.0,2,,
2021-06-08,J0201-TP-L,1,584.0,4,,
2021-06-08,J0213-TP-L,1,584.0,3,,
2021-06-08,J0214-TP-L,1,649.0,8,,
2021-06-08,J0233-SKD-L,1,1429.0,48,,
2021-06-08,J0234-SKD-L,1,1202.0,6,,
2021-06-08,J0237-SKD-L,1,1494.0,6,,
2021-06-08,JNE2049-KR-351-XL,1,487.0,41,,
2021-06-08,JNE2270-KR-487-L,1,552.0,414,,
2021-06-08,JNE2305-KR-533-L,1,422.0,284,,
2021-06-08,JNE3030-KR-L,1,747.0,7,,
2021-06-08,JNE3365-KR-1052-L,1,422.0,15,,
2021-06-08,JNE3421-KR-XL,1,422.0,8,,
2021-06-08,JNE3467-KR-XL,1,519.0,4,,
2021-06-08,JNE3497-KR-L,1,454.0,1,,
2021-06-08,JNE3535-KR-XL,1,389.0,2,,
2021-06-08,JNE3640-TP-XL,1,454.0,6,,
2021-06-08,JNE3643-TP-L,1,357.0,0,,
2021-06-08,JNE3643-TP-XL,1,357.0,2,,
2021-06-08,JNE3647-TP-XL,1,422.0,1,,
2021-06-08,JNE3649-TP-L,1,487.0,1,,
2021-06-08,JNE3651-TP-L,1,454.0,19,,
2021-06-08,JNE3652-TP-XL,1,422.0,5,,
2021-06-08,JNE3653-TP-L,1,454.0,2,,
2021-06-08,JNE3656-TP-XL,1,454.0,67,,
2021-06-08,JNE3657-TP-XL,1,422.0,2,,
2021-06-08,JNE3658-TP-L,1,422.0,6,,
2021-06-08,JNE3659-TP-L,1,389.0,29,,
2021-06-08,JNE3660-TP-L,1,422.0,16,,
2021-06-08,JNE3667-TP-XL,1,454.0,7,,
2021-06-08,JNE3670-TU-L,1,519.0,3,,
2021-06-08,JNE3672-TU-XL,1,487.0,0,,
2021-06-08,JNE3673-TU-XL,1,519.0,3,,
2021-06-08,JNE3674-TU-XL,1,487.0,63,,
2021-06-08,JNE3712-TP-L,1,454.0,6,,
2021-06-08,KURTI,1,422.0,0,,
2021-06-08,SET094-KR-NP-XL,1,942.0,41,,
2021-06-11,J0109-SKD-L,1,1072.0,5,,
2021-06-11,J0109-SKD-M,1,1072.0,6,,
2021-06-11,J0109-SKD-S,1,1072.0,26,,
2021-06-11,J0109-SKD-XL,1,1072.0,2,,
2021-06-11,J0109-SKD-XS,1,1072.0,125,,
2021-06-11,J0109-SKD-XXL,1,1072.0,6,,
2021-06-11,J0109-SKD-XXXL,1,1072.0,6,,
2021-06-11,J0110-SKD-L,1,1169.0,1,,
2021-06-11,J0110-SKD-M,1,1169.0,2,,
2021-06-11,J0110-SKD-S,1,1169.0,22,,
2021-06-11,J0110-SKD-XL,1,1169.0,2,,
2021-06-11,J0110-SKD-XS,1,1169.0,63,,
2021-06-11,J0110-SKD-XXL,1,1169.0,2,,
2021-06-11,J0110-SKD-XXXL,1,1169.0,1,,
2021-06-11,J0127-SKD-XS,1,1104.0,22,,
2021-06-11,J0127-SKD-XXL,1,1104.0,33,,
2021-06-11,J0281-SKD-L,1,1494.0,86,,
2021-06-11,J0281-SKD-M,1,1494.0,164,,
2021-06-11,J0281-SKD-S,1,1494.0,155,,
2021-06-11,J0281-SKD-XL,1,1494.0,46,,
2021-06-11,J0281-SKD-XS,1,1494.0,97,,
2021-06-11,J0281-SKD-XXL,1,1494.0,14,,
2021-06-11,J0281-SKD-XXXL,1,1494.0,52,,
2021-06-11,J0285-SKD-L,1,1494.0,80,,
2021-06-11,J0285-SKD-M,1,1494.0,79,,
2021-06-11,J0285-SKD-S,1,1494.0,111,,
2021-06-11,J0285-SKD-XL,1,1494.0,86,,
2021-06-11,J0285-SKD-XS,1,1494.0,80,,
2021-06-11,J0285-SKD-XXL,1,1494.0,10,,
2021-06-11,J0285-SKD-XXXL,1,1494.0,38,,
2021-06-11,JNE3615-KR-L,1,454.0,91,,
2021-06-11,JNE3615-KR-M,1,454.0,57,,
2021-06-11,JNE3615-KR-S,1,454.0,68,,
2021-06-11,JNE3615-KR-XL,1,454.0,22,,
2021-06-11,JNE3615-KR-XS,1,454.0,8,,
2021-06-11,JNE3615-KR-XXL,1,454.0,13,,
2021-06-11,JNE3615-KR-XXXL,1,454.0,0,,
2021-06-11,JNE3619-KR-L,1,487.0,10,,
2021-06-11,JNE3619-KR-M,1,487.0,9,,
2021-06-11,JNE3619-KR-S,1,487.0,24,,
2021-06-11,JNE3619-KR-XL,1,487.0,10,,
2021-06-11,JNE3619-KR-XS,1,487.0,3,,
2021-06-11,JNE3619-KR-XXL,1,487.0,4,,
2021-06-11,JNE3619-KR-XXXL,1,487.0,1,,
2021-06-11,NW005-ST-PJ-L,1,812.0,3,,
2021-06-11,NW005-ST-PJ-XL,1,812.0,11,,
2021-06-11,NW006-ST-SR-L,1,812.0,35,,
2021-06-11,NW013-ST-SR-L,1,649.0,11,,
2021-06-11,NW031-TP-PJ-XL,1,779.0,3,,
2021-06-11,NW032-ST-CP-L,1,779.0,19,,
2021-06-11,SET217-KR-PP-L,1,1072.0,3,,
2021-06-11,SET217-KR-PP-M,1,1072.0,7,,
2021-06-11,SET217-KR-PP-S,1,1072.0,10,,
2021-06-11,SET217-KR-PP-XL,1,1072.0,6,,
2021-06-11,SET217-KR-PP-XS,1,1072.0,18,,
2021-06-11,SET217-KR-PP-XXL,1,1072.0,9,,
2021-06-11,SET217-KR-PP-XXXL,1,1072.0,4,,
2021-06-11,SET220-KR-PP-L,1,1137.0,2,,
2021-06-11,SET220-KR-PP-M,1,1137.0,3,,
2021-06-11,SET220-KR-PP-S,1,1137.0,33,,
2021-06-11,SET220-KR-PP-XL,1,1137.0,3,,
2021-06-11,SET220-KR-PP-XS,1,1137.0,31,,
2021-06-11,SET220-KR-PP-XXL,1,1137.0,7,,
2021-06-11,SET220-KR-PP-XXXL,1,1137.0,3,,
2021-06-15,J0037-KR-M,1,779.0,5,,
2021-06-15,J0037-KR-S,2,1558.0,9,,
2021-06-15,J0140-SET-XS,1,942.0,3,,
2021-06-15,J0143-SET-L,1,1039.0,2,,
2021-06-15,J0148-SET-XXXL,1,877.0,21,,
2021-06-15,J0161-DR-XS.,1,714.0,0,,
2021-06-15,J0186-SET-XS,1,1299.0,5,,
2021-06-15,J0237-SKD-XXXL,1,1494.0,8,,
2021-06-15,J0239-SKD-M,2,2728.0,14,,
2021-06-15,J0239-SKD-XS,1,1364.0,6,,
2021-06-15,J0241-SKD-L,1,1299.0,21,,
2021-06-15,J0241-SKD-XL,1,1299.0,24,,
2021-06-15,J0243-DR-XS,1,1039.0,31,,
2021-06-15,J0244-SKD-M,1,1234.0,4,,
2021-06-15,JNE2100-KR-144-M,2,908.0,8,,
2021-06-15,JNE2265-KR-501-S,1,454.0,5,,
2021-06-15,JNE3629-KR-S,1,649.0,10,,
2021-06-15,JNE3669-TU-S,1,487.0,3,,
2021-06-15,JNE3669-TU-XS,1,487.0,2,,
2021-06-15,JNE3710-DR-S,2,1234.0,5,,
2021-06-15,SET048-KR-NP-XXL,1,909.0,7,,
2021-06-15,SET058-KR-NP-L,1,844.0,9,,
2021-06-15,SET182-KR-DH-M,1,779.0,4,,
2021-06-15,SET182-KR-DH-XXL,1,779.0,2,,
2021-06-17,BL099-M,1,324.0,6,,
2021-06-17,BL099-XL,1,324.0,6,,
2021-06-17,BL103-M,2,779.0,3,,
2021-06-17,BL104-L,1,422.0,32,,
2021-06-17,BL104-S,1,422.0,14,,
2021-06-17,BL104-XL,1,422.0,20,,
2021-06-17,JNE3288-KR-XXXL,1,584.0,35,,
2021-06-17,JNE3405-KR-S,1,389.0,423,,
2021-06-17,JNE3439-KR-XL,1,422.0,49,,
2021-06-17,JNE3489-KR-S,1,389.0,114,,
2021-06-17,JNE3560-KR-XXXL,1,487.0,87,,
2021-06-17,JNE3612-KR-XS,1,519.0,8,,
2021-06-17,MEN5003-KR-XL,1,617.0,17,,
2021-06-17,MEN5005-KR-XXL,1,617.0,6,,
2021-06-17,MEN5014-KR-M,1,649.0,34,,
2021-06-17,MEN5014-KR-XL,2,1298.0,14,,
2021-06-17,MEN5015-KR-XL,1,617.0,16,,
2021-06-17,MEN5016-KR-XL,1,649.0,2,,
2021-06-17,MEN5029-KR-XL,1,617.0,19,,
2021-06-18,J0115-TP-XXL,1,519.0,2,,
2021-06-18,J0117-TP-XXL,1,422.0,46,,
2021-06-18,J0118-TP-XXL,1,422.0,88,,
2021-06-18,J0130-SET-M,1,974.0,2,,
2021-06-18,J0130-SET-XL,1,974.0,2,,
2021-06-18,J0130-SET-XXXL,1,974.0,3,,
2021-06-18,J0140-SET-XXXL,1,942.0,2,,
2021-06-18,J0178-TP-L,1,357.0,2,,
2021-06-18,J0202-TP-XL,1,649.0,2,,
2021-06-18,J0204-TP-XL,1,747.0,2,,
2021-06-18,J0239-SKD-M,1,1364.0,14,,
2021-06-18,J0239-SKD-XL,1,1364.0,5,,
2021-06-18,J0242-SKD-XL,1,1234.0,0,,
2021-06-18,J0242-SKD-XXXL,1,1234.0,24,,
2021-06-18,J0246-SKD-L,1,1234.0,40,,
2021-06-18,JNE3609-KR-M,1,552.0,34,,
2021-06-18,JNE3713-TP-L,1,422.0,2,,
2021-06-18,MEN5006-KR-L,1,649.0,20,,
2021-06-18,SET194-KR-NP-XL,1,714.0,27,,
2021-06-18,SET194-KR-NP-XXXL,1,714.0,82,,
2021-06-18,SET196-KR-NP-M.,1,812.0,0,,
2021-06-18,SET196-KR-NP-XL,1,812.0,40,,
2021-06-18,SET236-KR-PP-XXXL,1,779.0,4,,
2021-06-18,SET260-KR-PP-L,1,812.0,0,,
2021-06-18,SET260-KR-PP-XL,1,812.0,1,,
2021-06-18,SET268-KR-NP-L,1,812.0,384,,
2021-06-18,SET268-KR-NP-M,1,812.0,542,,
2021-06-18,SET268-KR-NP-S,1,812.0,807,,
2021-06-18,SET268-KR-NP-XL,1,812.0,176,,
2021-06-18,SET268-KR-NP-XXL,1,812.0,191,,
2021-06-18,SET268-KR-NP-XXXL,1,812.0,112,,
2021-06-19,J0138-KR-S,1,649.0,2,,
2021-06-19,J0148-SET-S,1,877.0,2,,
2021-06-19,J0202-TP-S,1,649.0,5,,
2021-06-19,J0207-DR-S,1,812.0,33,,
2021-06-19,J0213-TP-S,1,584.0,20,,
2021-06-19,J0279-SET-S,1,1039.0,42,,
2021-06-19,JNE3605-KR-S,1,454.0,12,,
2021-06-19,MEN5003-KR-M,1,617.0,31,,
2021-06-19,MEN5008-KR-M,1,617.0,3,,
2021-06-19,MEN5013-KR-M,1,649.0,5,,
2021-06-19,MEN5029-KR-M,1,617.0,32,,
2021-06-19,SET229-KR-PP-S,1,942.0,36,,
2021-06-19,SET262-KR-NP-S,1,844.0,4,,
2021-06-19,SET263-KR-NP-S,1,779.0,15,,
2021-06-23,J0007-SKD-XXL,1,1137.0,19,,
2021-06-23,J0011-LCD-L,1,1234.0,71,,
2021-06-23,J0011-LCD-XL,1,1234.0,3,,
2021-06-23,J0011-LCD-XXL,1,1234.0,41,,
2021-06-23,J0033-KR-L,1,617.0,0,,
2021-06-23,J0033-KR-XXL,1,617.0,3,,
2021-06-23,J0035-KR-L,1,619.0,0,,
2021-06-23,J0037-KR-XXL,1,779.0,7,,
2021-06-23,J0037-KR-XXXL,1,779.0,5,,
2021-06-23,J0041-SET-L,1,877.0,5,,
2021-06-23,J0041-SET-M,1,877.0,2,,
2021-06-23,J0041-SET-XL,1,877.0,7,,
2021-06-23,J0041-SET-XXL,1,877.0,3,,
2021-06-23,J0093-DR-L,1,779.0,0,,
2021-06-23,J0093-DR-M,1,779.0,0,,
2021-06-23,J0093-DR-XXL,1,779.0,0,,
2021-06-23,J0093-DR-XXXL,1,779.0,1,,
2021-06-23,J0104-KR-XL,1,584.0,1,,
2021-06-23,J0104-KR-XXL,1,584.0,3,,
2021-06-23,J0104-KR-XXXL,1,584.0,1,,
2021-06-23,J0137-SET-L,1,844.0,3,,
2021-06-23,J0138-KR-L,1,649.0,2,,
2021-06-23,J0148-SET-L,1,877.0,1,,
2021-06-23,J0151-KR-L,1,714.0,3,,
2021-06-23,J0177-KR-L,1,552.0,1,,
2021-06-23,J0177-KR-XL,1,552.0,0,,
2021-06-23,J0177-KR-XXXL,1,552.0,2,,
2021-06-23,J0180-DR-L,1,714.0,1,,
2021-06-23,J0180-DR-XXL,1,714.0,2,,
2021-06-23,J0211-DR-L,1,779.0,11,,
2021-06-23,J0212-DR-L,1,747.0,9,,
2021-06-23,J0230-SKD-L,1,1364.0,51,,
2021-06-23,J0230-SKD-XL,1,1364.0,31,,
2021-06-23,J0234-SKD-XXL,1,1202.0,6,,
2021-06-23,J0243-DR-L,1,1039.0,2,,
2021-06-23,J0243-DR-M,1,1039.0,5,,
2021-06-23,J0244-SKD-L,1,1234.0,4,,
2021-06-23,J0244-SKD-XL,1,1234.0,5,,
2021-06-23,J0246-SKD-L,1,1234.0,40,,
2021-06-23,J0246-SKD-M,1,1234.0,31,,
2021-06-23,J0283-SET-L,1,1039.0,10,,
2021-06-23,J0284-SKD-XXL,1,1494.0,1,,
2021-06-23,JNE2049-KR-351-XXL,1,487.0,43,,
2021-06-23,JNE2049-KR-351-XXXL,1,487.0,33,,
2021-06-23,JNE3256-KR-L,1,487.0,187,,
2021-06-23,JNE3256-KR-XL,1,487.0,87,,
2021-06-23,JNE3364-KR-1051-XL,1,422.0,170,,
2021-06-23,JNE3365-KR-1052-L,1,422.0,15,,
2021-06-23,JNE3391-KR-L,1,617.0,2,,
2021-06-23,JNE3464-KR-XXL,1,519.0,0,,
2021-06-23,JNE3464-KR-XXXL,1,519.0,0,,
2021-06-23,JNE3523-KR-L,1,519.0,0,,
2021-06-23,JNE3523-KR-M,1,519.0,0,,
2021-06-23,JNE3609-KR-L,1,552.0,13,,
2021-06-23,JNE3609-KR-XL,1,552.0,7,,
2021-06-23,JNE3628-KR-L,1,487.0,3,,
2021-06-23,JNE3637-KR-L,1,649.0,2,,
2021-06-23,JNE3651-TP-L,1,454.0,19,,
2021-06-23,JNE3651-TP-XL,1,454.0,3,,
2021-06-23,JNE3669-TU-L,1,487.0,1,,
2021-06-23,JNE3669-TU-XL,1,487.0,3,,
2021-06-23,JNE3672-TU-XL,1,487.0,0,,
2021-06-23,JNE3672-TU-XXL,1,487.0,3,,
2021-06-23,JNE3673-TU-XL,1,519.0,3,,
2021-06-23,JNE3673-TU-XXL,1,519.0,2,,
2021-06-23,JNE3674-TU-L,1,487.0,29,,
2021-06-23,JNE3674-TU-XXL,1,487.0,38,,
2021-06-23,JNE3679-TU-L,1,487.0,3,,
2021-06-23,JNE3679-TU-M,1,487.0,1,,
2021-06-23,JNE3679-TU-XL,1,487.0,2,,
2021-06-23,JNE3688-TU-L,1,487.0,38,,
2021-06-23,JNE3688-TU-M,1,487.0,49,,
2021-06-23,JNE3697-KR-L,1,454.0,40,,
2021-06-23,JNE3709-DR-XL,1,942.0,3,,
2021-06-23,JNE3709-DR-XXL,1,942.0,2,,
2021-06-23,SET038-KR-PP-XXL,1,747.0,37,,
2021-06-23,SET038-KR-PP-XXXL,1,747.0,1,,
2021-06-23,SET062-KR-SP-L,1,844.0,0,,
2021-06-23,SET062-KR-SP-M,1,844.0,3,,
2021-06-23,SET073-KR-SHA-L,1,844.0,113,,
2021-06-23,SET098-KR-PP-L,1,779.0,66,,
2021-06-23,SET098-KR-PP-M,1,779.0,163,,
2021-06-23,SET098-KR-PP-XL,1,779.0,50,,
2021-06-23,SET100-KR-PP-L,1,1039.0,3,,
2021-06-23,SET110-KR-PP-XL,1,877.0,2,,
2021-06-23,SET110-KR-PP-XXL,1,877.0,9,,
2021-06-23,SET144-KR-NP-XXL,1,877.0,23,,
2021-06-23,SET144-KR-NP-XXXL,1,877.0,33,,
2021-06-23,SET182-KR-DH-L,1,779.0,18,,
2021-06-23,SET182-KR-DH-XL,1,779.0,44,,
2021-06-23,SET187-KR-DH-M,1,747.0,318,,
2021-06-23,SET206-KR-PP-L,1,994.0,0,,
2021-06-23,SET210-KR-PP-L,1,779.0,2,,
2021-06-23,SET225-KR-NP-L,1,812.0,2,,
2021-06-23,SET227-KR-PP-L,1,779.0,2,,
2021-06-23,SET228-KR-PP-L,1,779.0,9,,
2021-06-23,SET229-KR-PP-L,1,942.0,21,,
2021-06-23,SET231-KR-PP-L,1,583.0,0,,
2021-06-23,SET233-KR-PP-L,1,779.0,4,,
2021-06-23,SET234-KR-PP-L,1,574.0,0,,
2021-06-23,SET235-KR-PP-L,1,583.0,0,,
2021-06-23,SET238-KR-PP-L,1,649.0,2,,
2021-06-23,SET240-KR-PP-L,1,714.0,17,,
2021-06-23,SET241-KR-PP-L,1,500.0,0,,
2021-06-23,SET250-KR-SHA-M,1,844.0,35,,
2021-06-24,J0023-TP-L,6,2717.0,4,,
2021-06-24,J0023-TP-M,6,2717.0,2,,
2021-06-24,J0023-TP-XL,6,2717.0,3,,
2021-06-24,J0081-DR-XL,2,1689.0,4,,
2021-06-24,J0084-TP-M,2,1624.0,0,,
2021-06-24,J0088-TP-M,2,1039.0,3,,
2021-06-24,J0090-TP-M,2,1429.0,1,,
2021-06-24,J0098-TP-L,6,2898.0,1,,
2021-06-24,J0098-TP-M,6,2898.0,4,,
2021-06-24,J0098-TP-XL,6,2898.0,1,,
2021-06-24,J0118-TP-XL,1,422.0,73,,
2021-06-24,J0129-SET-L,4,4108.0,1,,
2021-06-24,J0129-SET-M,4,4108.0,0,,
2021-06-24,J0129-SET-XL,4,4108.0,1,,
2021-06-24,J0130-SET-L.,4,3625.0,0,,
2021-06-24,J0130-SET-M,4,3625.0,2,,
2021-06-24,J0130-SET-XL,4,3625.0,2,,
2021-06-24,J0185-DR-S,3,3313.0,6,,
2021-06-24,J0196-TP-L,6,2898.0,1,,
2021-06-24,J0196-TP-M,6,2898.0,3,,
2021-06-24,J0196-TP-XL,6,2898.0,6,,
2021-06-24,J0197-TP-L,6,3261.0,2,,
2021-06-24,J0197-TP-M,6,3261.0,2,,
2021-06-24,J0197-TP-XL,6,3261.0,2,,
2021-06-24,J0201-TP-L,6,3261.0,4,,
2021-06-24,J0201-TP-M,6,3261.0,4,,
2021-06-24,J0201-TP-XL,6,3261.0,3,,
2021-06-24,J0202-TP-L,4,2416.0,3,,
2021-06-24,J0202-TP-M,4,2416.0,2,,
2021-06-24,J0202-TP-XL,4,2416.0,2,,
2021-06-24,J0204-TP-L,4,2778.0,1,,
2021-06-24,J0204-TP-M,4,2778.0,1,,
2021-06-24,J0204-TP-XL,4,2778.0,2,,
2021-06-24,J0213-TP-L,6,3261.0,3,,
2021-06-24,J0213-TP-M,6,3261.0,3,,
2021-06-24,J0213-TP-XL,6,3261.0,2,,
2021-06-24,J0239-SKD-L,4,5075.0,7,,
2021-06-24,J0239-SKD-M,4,5075.0,14,,
2021-06-24,J0239-SKD-XL,4,5075.0,5,,
2021-06-24,J0241-SKD-L,4,4834.0,21,,
2021-06-24,J0241-SKD-M,4,4834.0,21,,
2021-06-24,J0241-SKD-XL,4,4834.0,24,,
2021-06-24,J0243-DR-S,3,3118.0,3,,
2021-06-24,J0243-DR-XL,2,2079.0,4,,
2021-06-24,J0243-DR-XXL,1,1039.0,8,,
2021-06-24,J0245-SKD-L,4,4350.0,16,,
2021-06-24,J0245-SKD-M,4,4350.0,14,,
2021-06-24,J0245-SKD-XL,4,4350.0,10,,
2021-06-24,J0277-SKD-L,3,4483.0,6,,
2021-06-24,J0277-SKD-M,3,4483.0,31,,
2021-06-24,J0277-SKD-S,3,4483.0,78,,
2021-06-24,J0277-SKD-XL,1,1494.0,9,,
2021-06-24,J0277-SKD-XXL,1,1494.0,57,,
2021-06-24,J0277-SKD-XXXL,1,1494.0,52,,
2021-06-24,J0279-SET-L,3,3118.0,8,,
2021-06-24,J0279-SET-M,3,3118.0,15,,
2021-06-24,J0279-SET-S,3,3118.0,42,,
2021-06-24,J0279-SET-XL,2,2079.0,13,,
2021-06-24,J0282-SET-L,2,2079.0,57,,
2021-06-24,J0282-SET-M,3,3118.0,56,,
2021-06-24,J0282-SET-S,3,3118.0,40,,
2021-06-24,J0282-SET-XL,2,2079.0,13,,
2021-06-24,J0283-SET-L,2,2079.0,10,,
2021-06-24,J0283-SET-M,3,3118.0,7,,
2021-06-24,J0283-SET-S,3,3118.0,45,,
2021-06-24,J0283-SET-XL,2,2079.0,4,,
2021-06-24,J0283-SET-XXL,1,1039.0,5,,
2021-06-24,J0284-SKD-L,7,10042.0,2,,
2021-06-24,J0284-SKD-M,7,10042.0,2,,
2021-06-24,J0284-SKD-S,3,4483.0,5,,
2021-06-24,J0284-SKD-XL,6,8548.0,1,,
2021-06-24,J0285-SKD-M,3,4483.0,79,,
2021-06-24,J0285-SKD-S,3,4483.0,111,,
2021-06-24,J0285-SKD-XL,2,2989.0,86,,
2021-06-24,J0285-SKD-XXL,2,2989.0,10,,
2021-06-24,JNE2170-KR-436-L,6,3079.0,54,,
2021-06-24,JNE2170-KR-436-M,6,3079.0,83,,
2021-06-24,JNE2170-KR-436-XL,6,3079.0,56,,
2021-06-24,JNE3225-KR-L,6,2717.0,0,,
2021-06-24,JNE3225-KR-M,6,2717.0,1,,
2021-06-24,JNE3225-KR-XL,6,2717.0,0,,
2021-06-24,JNE3273-KR-L,3,1948.0,4,,
2021-06-24,JNE3273-KR-M,3,1948.0,14,,
2021-06-24,JNE3273-KR-S,3,1948.0,6,,
2021-06-24,JNE3273-KR-XL,2,1299.0,15,,
2021-06-24,JNE3273-KR-XS,3,1948.0,26,,
2021-06-24,JNE3273-KR-XXL,2,1299.0,2,,
2021-06-24,JNE3288-KR-L,6,3261.0,13,,
2021-06-24,JNE3288-KR-M,6,3261.0,16,,
2021-06-24,JNE3288-KR-XL,6,3261.0,19,,
2021-06-24,JNE3405-KR-L,6,2173.0,446,,
2021-06-24,JNE3405-KR-M,6,2173.0,432,,
2021-06-24,JNE3405-KR-XL,6,2173.0,515,,
2021-06-24,JNE3474-KR-L,6,2717.0,23,,
2021-06-24,JNE3474-KR-M,6,2717.0,54,,
2021-06-24,JNE3474-KR-XL,6,2717.0,44,,
2021-06-24,JNE3479-KR-L,6,2173.0,7,,
2021-06-24,JNE3479-KR-M,6,2173.0,6,,
2021-06-24,JNE3479-KR-XL,6,2173.0,3,,
2021-06-24,JNE3523-KR-L,6,2898.0,0,,
2021-06-24,JNE3523-KR-M,6,2898.0,0,,
2021-06-24,JNE3523-KR-XL,6,2898.0,0,,
2021-06-24,JNE3547-KR-M,3,1461.0,26,,
2021-06-24,JNE3547-KR-S,3,1461.0,5,,
2021-06-24,JNE3554-KR-S,3,1461.0,33,,
2021-06-24,JNE3555-KR-S.,3,1461.0,0,,
2021-06-24,JNE3557-KR-L,3,1461.0,44,,
2021-06-24,JNE3557-KR-M,3,1461.0,44,,
2021-06-24,JNE3557-KR-S,3,1461.0,20,,
2021-06-24,JNE3557-KR-XL,2,974.0,36,,
2021-06-24,JNE3557-KR-XXL,2,974.0,14,,
2021-06-24,JNE3566-KR-S,2,974.0,44,,
2021-06-24,JNE3576-KR-L,6,2535.0,56,,
2021-06-24,JNE3576-KR-M,6,2535.0,39,,
2021-06-24,JNE3576-KR-XL,6,2535.0,5,,
2021-06-24,JNE3609-KR-L,6,3079.0,13,,
2021-06-24,JNE3609-KR-M,6,3079.0,34,,
2021-06-24,JNE3609-KR-XL,6,3079.0,7,,
2021-06-24,JNE3635-KR-L,3,1558.0,105,,
2021-06-24,JNE3635-KR-M,3,1558.0,102,,
2021-06-24,JNE3635-KR-S,3,1558.0,101,,
2021-06-24,JNE3635-KR-XL,2,1039.0,88,,
2021-06-24,JNE3635-KR-XS,3,1558.0,23,,
2021-06-24,JNE3635-KR-XXL,2,1039.0,87,,
2021-06-24,JNE3635-KR-XXXL,1,519.0,7,,
2021-06-24,JNE3672-TU-L,6,2717.0,2,,
2021-06-24,JNE3672-TU-M,6,2717.0,1,,
2021-06-24,JNE3672-TU-XL,6,2717.0,0,,
2021-06-24,JNE3673-TU-L,6,2898.0,1,,
2021-06-24,JNE3673-TU-M,6,2898.0,6,,
2021-06-24,JNE3673-TU-XL,6,2898.0,3,,
2021-06-24,JNE3674-TU-L,6,2717.0,29,,
2021-06-24,JNE3674-TU-M,6,2717.0,130,,
2021-06-24,JNE3674-TU-XL,6,2717.0,63,,
2021-06-24,JNE3676-TU-L,6,2535.0,79,,
2021-06-24,JNE3676-TU-M,6,2535.0,4,,
2021-06-24,JNE3676-TU-XL,6,2535.0,43,,
2021-06-24,JNE3686-TU-L,6,2717.0,3,,
2021-06-24,JNE3686-TU-M,6,2717.0,2,,
2021-06-24,JNE3686-TU-XL,7,3204.0,2,,
2021-06-24,JNE3688-TU-M,1,487.0,49,,
2021-06-24,SET043-KR-NP-L,4,3625.0,58,,
2021-06-24,SET043-KR-NP-M,4,3625.0,94,,
2021-06-24,SET043-KR-NP-XL,4,3625.0,115,,
2021-06-24,SET055-KR-NP-S,3,2241.0,5,,
2021-06-24,SET055-KR-NP-XS,3,2241.0,15,,
2021-06-24,SET058-KR-NP-L,4,3141.0,9,,
2021-06-24,SET058-KR-NP-M,4,3141.0,3,,
2021-06-24,SET058-KR-NP-XL,4,3141.0,14,,
2021-06-24,SET098-KR-PP-L,4,2899.0,66,,
2021-06-24,SET098-KR-PP-M,4,2899.0,163,,
2021-06-24,SET098-KR-PP-XL,4,2899.0,50,,
2021-06-24,SET110-KR-PP-L,4,3262.0,5,,
2021-06-24,SET110-KR-PP-M,6,5016.0,9,,
2021-06-24,SET110-KR-PP-S,2,1754.0,37,,
2021-06-24,SET110-KR-PP-XL,4,3262.0,2,,
2021-06-24,SET171-KR-NP-L,3,3508.0,6,,
